brand,model,brand_encoded,model_encoded,year,km_driven,owner,mileage,engine,max_power,seats,fuel_CNG,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Automatic,transmission_Manual,selling_price
Datsun,GO,6,69,2019,35000,1,19.83,1198,67.0,5.0,0,0,0,1,0,1,0,0,1,459999
Hyundai,Verna,11,168,2008,120000,2,18.1,1493,110.0,5.0,0,1,0,0,0,1,0,0,1,150000
Renault,KWID,25,88,2017,25000,1,23.01,999,67.0,5.0,0,0,0,1,0,1,0,0,1,350000
Toyota,Etios,28,58,2015,100000,2,23.59,1364,67.05,5.0,0,1,0,0,0,1,0,0,1,509999
Mahindra,Bolero,19,24,2013,120000,3,15.96,2523,62.1,9.0,0,1,0,0,0,1,0,0,1,500000
Tata,Zest,27,194,2017,35000,1,17.57,1193,88.7,5.0,0,0,0,1,0,1,0,0,1,370000
Maruti,Alto,20,11,2013,44000,2,20.92,998,67.1,5.0,0,0,0,1,0,1,0,0,1,240000
Hyundai,i20,11,196,2015,100000,2,22.54,1396,88.73,5.0,0,1,0,0,0,1,0,0,1,530000
Mahindra,Scorpio,19,142,2015,133000,2,15.4,2179,120.0,7.0,0,1,0,0,0,1,0,0,1,1000000
Toyota,Innova,28,84,2018,35000,2,13.68,2393,147.8,7.0,0,1,0,0,0,1,0,0,1,1600000
Hyundai,i10,11,195,2014,64000,1,20.36,1197,78.9,5.0,0,0,0,1,0,1,0,0,1,350000
Mahindra,XUV500,19,187,2015,70000,1,16.0,2179,140.0,7.0,0,1,0,0,0,1,0,1,0,1100000
Hyundai,i20,11,196,2011,70000,1,18.5,1197,80.0,5.0,0,0,0,1,0,1,0,0,1,220000
Hyundai,Grand,11,73,2015,100000,1,18.9,1197,82.0,5.0,0,0,0,1,0,1,0,0,1,350000
Maruti,Swift,20,152,2013,90000,2,22.9,1248,74.0,5.0,0,1,0,0,0,1,0,0,1,370000
Maruti,Swift,20,152,2014,50000,1,17.5,1298,85.8,5.0,0,0,0,1,0,1,0,0,1,220000
Chevrolet,Sail,4,138,2013,80000,1,22.1,1248,76.9,5.0,0,1,0,0,0,1,0,0,1,200000
Mahindra,KUV,19,87,2017,50000,1,25.32,1198,77.0,6.0,0,1,0,0,0,1,0,0,1,400000
Fiat,Grande,7,74,2009,55000,1,14.6,1368,88.7,5.0,0,0,0,1,0,1,0,0,1,150000
Toyota,Innova,28,84,2020,40000,1,10.75,2694,163.7,8.0,0,0,0,1,0,1,0,1,0,1500000
Maruti,Omni,20,112,2011,70000,2,14.0,796,35.0,5.0,0,0,0,1,0,1,0,0,1,130000
Maruti,Alto,20,11,2013,80000,2,22.74,796,47.3,5.0,0,0,0,1,0,1,0,0,1,185000
Hyundai,Santro,11,140,2010,80000,2,0.0,1086,62.1,5.0,0,0,0,1,0,1,0,0,1,110000
Mahindra,Bolero,19,24,2012,120000,1,15.96,2523,62.1,7.0,0,1,0,0,0,1,0,0,1,450000
Hyundai,Grand,11,73,2018,20000,2,18.9,1197,81.86,5.0,0,0,0,1,0,1,0,0,1,500000
Ford,EcoSport,9,49,2017,31596,1,17.0,1497,121.36,5.0,0,0,0,1,1,0,0,0,1,570000
Mahindra,XUV500,19,187,2013,85710,1,15.1,2179,140.0,7.0,0,1,0,0,1,0,0,0,1,650000
Toyota,Fortuner,28,63,2012,129627,1,11.5,2982,171.0,7.0,0,1,0,0,1,0,0,0,1,1680000
Datsun,RediGO,6,127,2018,10000,1,22.7,799,53.64,5.0,0,0,0,1,0,1,0,0,1,250000
Hyundai,i10,11,195,2014,15000,1,20.36,1197,78.9,5.0,0,0,0,1,0,1,0,0,1,320000
Maruti,Wagon R,20,171,2017,35000,1,20.51,998,67.0,5.0,0,0,0,1,0,1,0,1,0,440000
Hyundai,i20,11,196,2013,49000,2,18.5,1197,82.85,5.0,0,0,0,1,0,1,0,0,1,315000
Tata,Manza,27,102,2010,158000,1,18.8,1248,90.0,5.0,0,1,0,0,0,1,0,0,1,202999
Hyundai,EON,11,47,2012,30000,2,21.1,814,55.2,5.0,0,0,0,1,0,1,0,0,1,179000
Hyundai,i10,11,195,2008,60000,2,20.36,1197,78.9,5.0,0,0,0,1,0,1,0,0,1,140000
Maruti,Zen,20,193,2008,40000,2,18.2,1061,64.0,5.0,0,0,0,1,0,1,0,0,1,150000
Mahindra,Bolero,19,24,2011,60000,2,13.6,2523,63.0,7.0,0,1,0,0,0,1,0,0,1,440000
Ford,Figo,9,61,2011,55130,2,20.0,1399,68.0,5.0,0,1,0,0,1,0,0,0,1,250000
Maruti,Wagon R,20,171,2014,22000,1,20.51,998,67.04,5.0,0,0,0,1,0,1,0,0,1,330000
Ford,Figo,9,61,2010,48000,1,15.6,1196,70.0,5.0,0,0,0,1,0,1,0,0,1,250000
Hyundai,i20,11,196,2012,45000,1,18.5,1197,82.85,5.0,0,0,0,1,0,1,0,0,1,335000
Mahindra,XUV500,19,187,2016,22522,1,16.0,2179,140.0,7.0,0,1,0,0,1,0,0,0,1,1025000
Hyundai,i20,11,196,2012,51856,3,18.5,1197,80.0,5.0,0,0,0,1,1,0,0,0,1,320000
Maruti,Ciaz,20,34,2015,29434,1,20.73,1373,91.1,5.0,0,0,0,1,0,1,0,0,1,550000
Honda,WR-V,10,170,2018,25000,1,25.5,1498,98.6,5.0,0,1,0,0,0,1,0,0,1,800000
Tata,Tiago,27,158,2017,28000,2,23.84,1199,84.0,5.0,0,0,0,1,0,1,0,0,1,380000
Renault,Duster,25,44,2013,44500,2,20.46,1461,83.8,5.0,0,1,0,0,0,1,0,0,1,400000
Maruti,Wagon R,20,171,2016,34500,1,20.51,998,67.04,5.0,0,0,0,1,0,1,0,0,1,375000
Honda,City,10,35,2017,20000,1,18.0,1497,117.6,5.0,0,0,0,1,0,1,0,1,0,1100000
Hyundai,i20,11,196,2018,15000,1,18.6,1197,81.83,5.0,0,0,0,1,0,1,0,0,1,650000
Nissan,Micra,23,105,2014,26000,1,19.34,1198,76.0,5.0,0,0,0,1,0,1,0,1,0,361000
Hyundai,EON,11,47,2012,20000,1,21.1,814,55.2,5.0,0,0,0,1,0,1,0,0,1,140000
Hyundai,Xcent,11,188,2019,3000,1,20.14,1197,81.86,5.0,0,0,0,1,0,1,0,0,1,550000
Honda,Amaze,10,12,2019,20000,1,19.5,1199,88.76,5.0,0,0,0,1,0,1,0,0,1,670000
Maruti,Vitara,20,169,2017,25000,1,24.3,1248,88.5,5.0,0,1,0,0,0,1,0,0,1,880000
Ford,EcoSport,9,49,2018,35000,1,23.0,1498,98.96,5.0,0,1,0,0,0,1,0,0,1,950000
Chevrolet,Cruze,4,42,2010,60000,1,18.3,1991,147.9,5.0,0,1,0,0,0,1,0,0,1,300000
Honda,City,10,35,2017,6825,1,18.0,1497,117.6,5.0,0,0,0,1,0,1,0,1,0,1150000
Chevrolet,Cruze,4,42,2015,155000,1,14.81,1998,163.7,5.0,0,1,0,0,0,1,0,1,0,450000
Maruti,Eeco,20,51,2018,50000,1,21.94,1196,61.7,5.0,1,0,0,0,0,1,0,0,1,375000
Maruti,Ertiga,20,56,2016,13500,1,17.5,1373,91.1,7.0,0,0,0,1,0,1,0,0,1,600000
Toyota,Innova,28,84,2008,260000,1,12.8,2494,102.0,8.0,0,1,0,0,0,1,0,0,1,700000
Hyundai,Xcent,11,188,2018,65000,1,25.4,1186,73.97,5.0,0,1,0,0,0,1,0,0,1,600000
Mahindra,Xylo,19,190,2014,95000,2,14.02,2179,118.3,8.0,0,1,0,0,0,1,0,0,1,630000
Maruti,Ciaz,20,34,2016,40000,2,20.73,1373,91.1,5.0,0,0,0,1,0,1,0,0,1,590000
Hyundai,Santro,11,140,2019,30000,1,20.3,1086,68.0,5.0,0,0,0,1,0,1,0,0,1,420000
Mitsubishi,Pajero,22,115,2016,120000,1,13.5,2477,175.56,7.0,0,1,0,0,0,1,0,0,1,1950000
Tata,New,27,108,2013,112011,1,13.93,2179,138.1,7.0,0,1,0,0,0,1,0,0,1,541000
Toyota,Innova,28,84,2015,125000,1,12.99,2494,100.6,7.0,0,1,0,0,0,1,0,0,1,900000
Toyota,Innova,28,84,2015,125000,1,12.99,2494,100.6,7.0,0,1,0,0,0,1,0,0,1,900000
Tata,Manza,27,102,2009,43000,1,18.8,1248,90.0,5.0,0,1,0,0,0,1,0,0,1,250000
Mahindra,Bolero,19,24,2019,53534,1,15.96,2523,62.1,7.0,0,1,0,0,0,1,0,0,1,670000
Tata,Tigor,27,159,2019,20000,1,20.3,1199,83.81,5.0,0,0,0,1,0,1,0,0,1,530000
Chevrolet,Beat,4,23,2012,70000,2,25.44,936,57.6,5.0,0,1,0,0,0,1,0,0,1,150000
Mahindra,XUV500,19,187,2013,70000,3,15.1,2179,140.0,7.0,0,1,0,0,0,1,0,0,1,550000
Mahindra,Scorpio,19,142,2015,150000,1,15.4,1997,120.0,7.0,0,1,0,0,0,1,0,0,1,650000
Tata,Indica,27,82,2012,100000,2,19.4,1405,70.0,5.0,0,1,0,0,0,1,0,0,1,180000
Mahindra,Thar,19,157,2015,50000,1,16.55,2498,105.0,7.0,0,1,0,0,0,1,0,0,1,585000
Hyundai,i20,11,196,2013,120000,2,18.5,1197,82.85,5.0,0,0,0,1,0,1,0,0,1,345000
Maruti,Swift,20,152,2013,110000,3,22.9,1248,74.0,5.0,0,1,0,0,0,1,0,0,1,350000
Honda,BRV,10,21,2016,140000,1,15.4,1497,117.3,7.0,0,0,0,1,0,1,0,0,1,725000
Tata,Venture,27,165,2012,120000,1,15.42,1405,70.0,7.0,0,1,0,0,0,1,0,0,1,250000
Maruti,800,20,4,2002,70000,2,16.1,796,37.0,4.0,0,0,0,1,0,1,0,0,1,45000
Toyota,Innova,28,84,2007,248119,4,12.8,2494,102.0,8.0,0,1,0,0,0,1,0,0,1,409999
Renault,KWID,25,88,2017,16500,2,23.01,999,67.0,5.0,0,0,0,1,0,1,0,0,1,325000
Maruti,Alto,20,11,2016,9900,1,23.95,998,67.05,5.0,0,0,0,1,0,1,0,0,1,350000
Maruti,Alto,20,11,2012,80000,3,19.7,796,46.3,5.0,0,0,0,1,0,1,0,0,1,180000
Fiat,Linea,7,96,2010,100000,2,16.0,1368,90.0,5.0,0,0,0,1,0,1,0,0,1,150000
Maruti,Dzire,20,45,2020,20000,1,23.26,1197,88.5,5.0,0,0,0,1,0,1,0,0,1,700000
Maruti,Ciaz,20,34,2016,90000,1,28.09,1248,88.5,5.0,0,1,0,0,0,1,0,0,1,795000
Mahindra,Thar,19,157,2019,15000,1,16.55,2498,105.0,6.0,0,1,0,0,0,1,0,0,1,950000
Volkswagen,Vento,29,164,2018,75000,1,21.5,1498,108.5,5.0,0,1,0,0,0,1,0,1,0,885000
Maruti,Ritz,20,129,2011,140000,1,21.1,1248,73.9,5.0,0,1,0,0,0,1,0,0,1,160000
Hyundai,i20,11,196,2012,120000,2,23.0,1396,90.0,5.0,0,1,0,0,0,1,0,0,1,300000
Volkswagen,Vento,29,164,2018,75000,1,21.5,1498,108.5,5.0,0,1,0,0,0,1,0,1,0,950000
Maruti,Ertiga,20,56,2015,90000,1,20.77,1248,88.76,7.0,0,1,0,0,0,1,0,0,1,549000
Audi,A3,2,6,2018,20000,1,20.38,1968,143.0,5.0,0,1,0,0,0,1,0,1,0,3000000
Toyota,Innova,28,84,2015,61000,1,12.99,2494,100.6,7.0,0,1,0,0,0,1,0,0,1,1200000
Renault,Fluence,25,62,2012,100000,2,21.8,1461,78.0,5.0,0,1,0,0,0,1,0,0,1,570000
Mahindra,Thar,19,157,2017,60000,2,16.55,2498,105.0,6.0,0,1,0,0,0,1,0,0,1,800000
Hyundai,Verna,11,168,2009,100000,1,18.1,1493,110.0,5.0,0,1,0,0,0,1,0,0,1,375000
Mahindra,Bolero,19,24,2009,170000,3,13.6,2523,63.0,7.0,0,1,0,0,0,1,0,0,1,300000
Toyota,Etios,28,58,2013,100000,2,16.78,1496,88.73,5.0,0,0,0,1,0,1,0,0,1,350000
Mahindra,Bolero,19,24,2011,120000,2,13.6,2523,63.0,7.0,0,1,0,0,0,1,0,0,1,400000
Volkswagen,Polo,29,118,2015,50000,1,20.14,1498,88.8,5.0,0,1,0,0,0,1,0,0,1,434999
Maruti,Alto,20,11,2015,25000,1,22.74,796,47.3,5.0,0,0,0,1,0,1,0,0,1,260000
Maruti,Swift,20,152,2013,24019,1,22.9,1248,74.0,5.0,0,1,0,0,0,1,0,0,1,450000
Hyundai,Verna,11,168,2013,80000,2,22.32,1582,126.32,5.0,0,1,0,0,0,1,0,0,1,459999
Maruti,Ritz,20,129,2011,100000,2,21.1,1248,73.9,5.0,0,1,0,0,0,1,0,0,1,210000
Maruti,Swift,20,152,2015,93000,2,20.85,1197,83.14,5.0,0,0,0,1,0,1,0,0,1,540000
Maruti,Ertiga,20,56,2017,50000,1,24.52,1248,88.5,7.0,0,1,0,0,0,1,0,0,1,710000
Maruti,Alto,20,11,2018,22000,1,24.7,796,47.3,5.0,0,0,0,1,0,1,0,0,1,285000
Hyundai,Creta,11,40,2019,19600,1,22.1,1396,88.7,5.0,0,1,0,0,0,1,0,0,1,990000
Tata,Indigo,27,83,2017,104000,1,15.64,1193,64.1,5.0,0,0,0,1,0,1,0,0,1,362000
Ford,EcoSport,9,49,2017,33000,1,23.0,1498,98.96,5.0,0,1,0,0,0,1,0,0,1,880000
Mahindra,TUV,19,153,2017,60000,1,18.49,1493,100.0,7.0,0,1,0,0,0,1,0,0,1,700000
Mahindra,Bolero,19,24,2016,60000,1,15.96,2523,63.0,9.0,0,1,0,0,0,1,0,0,1,600000
Nissan,Terrano,23,156,2015,40000,1,13.24,1598,102.5,5.0,0,0,0,1,0,1,0,0,1,700000
Tata,Tiago,27,158,2016,60000,1,27.28,1047,69.0,5.0,0,1,0,0,0,1,0,0,1,400000
Hyundai,Accent,11,9,2010,80000,1,13.2,1495,93.7,5.0,0,0,1,0,0,1,0,0,1,165000
Toyota,Innova,28,84,2007,376412,2,12.8,2494,102.0,8.0,0,1,0,0,0,1,0,0,1,350000
Maruti,Ertiga,20,56,2014,80000,3,16.02,1373,93.7,7.0,0,0,0,1,0,1,0,0,1,425000
Hyundai,Santro,11,140,2012,70000,1,17.92,1086,62.1,5.0,0,0,0,1,0,1,0,0,1,180000
Maruti,Alto,20,11,2012,90000,3,20.92,998,67.1,5.0,0,0,0,1,0,1,0,0,1,170000
Mahindra,Bolero,19,24,2014,183000,1,15.96,2523,63.0,9.0,0,1,0,0,0,1,0,0,1,370000
Maruti,Vitara,20,169,2018,27000,1,24.3,1248,88.5,5.0,0,1,0,0,0,1,0,0,1,800000
Ford,EcoSport,9,49,2017,35000,1,23.0,1498,98.96,5.0,0,1,0,0,0,1,0,0,1,900000
Maruti,Swift,20,152,2013,120000,1,22.9,1248,74.0,5.0,0,1,0,0,0,1,0,0,1,390000
Maruti,Swift,20,152,2014,80000,2,23.4,1248,74.0,5.0,0,1,0,0,0,1,0,0,1,445000
Maruti,Swift,20,152,2014,70000,4,23.4,1248,74.0,5.0,0,1,0,0,0,1,0,0,1,459999
Maruti,Wagon R,20,171,2013,55000,1,14.4,998,61.7,5.0,0,0,1,0,0,1,0,0,1,275000
Maruti,Ritz,20,129,2009,120000,2,21.1,1248,73.9,5.0,0,1,0,0,0,1,0,0,1,200000
Maruti,Swift,20,152,2012,72000,2,17.5,1197,85.8,5.0,0,0,0,1,0,1,0,0,1,350000
Tata,New,27,108,2007,120000,2,12.0,2092,127.0,7.0,0,1,0,0,0,1,0,0,1,95000
Toyota,Etios,28,58,2014,250000,1,23.59,1364,67.04,5.0,0,1,0,0,0,1,0,0,1,550000
Chevrolet,Tavera,4,154,2016,100000,1,13.58,2499,72.4,9.0,0,1,0,0,0,1,0,0,1,900000
Tata,Sumo,27,148,2013,120000,2,15.3,2956,83.83,7.0,0,1,0,0,0,1,0,0,1,350000
Nissan,Micra,23,105,2015,50000,1,19.34,1198,76.0,5.0,0,0,0,1,0,1,0,1,0,325000
Hyundai,Grand,11,73,2014,32000,1,18.9,1197,82.0,5.0,0,0,0,1,0,1,0,0,1,455999
Maruti,Alto,20,11,2008,60000,1,19.7,796,46.3,5.0,0,0,0,1,0,1,0,0,1,129000
Maruti,Alto,20,11,2017,40000,1,24.7,796,47.3,5.0,0,0,0,1,0,1,0,0,1,254000
Ford,Ecosport,9,50,2014,48000,1,21.7,1498,98.96,5.0,0,1,0,0,0,1,0,0,1,570000
Nissan,Terrano,23,156,2018,30000,1,19.87,1461,83.14,5.0,0,1,0,0,0,1,0,0,1,840000
Tata,New,27,108,2010,100000,2,13.93,2179,138.1,7.0,0,1,0,0,0,1,0,0,1,235000
Mahindra,TUV,19,153,2016,50000,1,18.49,1493,100.0,7.0,0,1,0,0,0,1,0,0,1,700000
Hyundai,Grand,11,73,2018,5000,1,18.9,1197,81.86,5.0,0,0,0,1,0,1,0,0,1,528000
Jeep,Compass,14,38,2017,12000,1,17.1,1956,170.0,5.0,0,1,0,0,0,1,0,0,1,1500000
Mahindra,Bolero,19,24,2016,72000,1,15.96,2523,63.0,9.0,0,1,0,0,0,1,0,0,1,560000
Mahindra,Bolero,19,24,2016,70000,1,15.96,2523,63.0,9.0,0,1,0,0,0,1,0,0,1,600000
Chevrolet,Aveo,4,17,2007,50000,2,15.26,1150,74.9,5.0,0,0,0,1,0,1,0,0,1,102000
Mahindra,XUV500,19,187,2014,70000,2,15.1,2179,140.0,7.0,0,1,0,0,0,1,0,0,1,750000
Chevrolet,Aveo,4,17,2010,70000,3,14.7,1150,76.0,5.0,0,0,0,1,0,1,0,0,1,148000
Maruti,Baleno,20,22,2015,50000,1,21.4,1197,83.1,5.0,0,0,0,1,0,1,0,0,1,650000
Volkswagen,Polo,29,118,2012,40000,1,16.47,1198,73.9,5.0,0,0,0,1,0,1,0,0,1,310000
Hyundai,Xcent,11,188,2014,30000,1,19.1,1197,82.0,5.0,0,0,0,1,0,1,0,0,1,480000
Maruti,Alto,20,11,2018,15000,1,24.7,796,47.3,5.0,0,0,0,1,0,1,0,0,1,320000
Honda,City,10,35,2015,40000,1,17.4,1497,117.3,5.0,0,0,0,1,0,1,0,0,1,750000
Nissan,Micra,23,105,2017,40000,1,19.49,1198,67.04,5.0,0,0,0,1,0,1,0,0,1,370000
Maruti,Swift,20,152,2013,60000,4,18.6,1197,85.8,5.0,0,0,0,1,0,1,0,0,1,320000
Maruti,Swift,20,152,2013,67000,1,18.6,1197,85.8,5.0,0,0,0,1,0,1,0,0,1,420000
Maruti,Swift,20,152,2010,60000,2,17.5,1298,85.8,5.0,0,0,0,1,0,1,0,0,1,240000
Datsun,RediGO,6,127,2017,60000,1,22.5,999,67.0,5.0,0,0,0,1,0,1,0,0,1,220000
Tata,Tiago,27,158,2016,30000,1,23.84,1199,84.0,5.0,0,0,0,1,0,1,0,0,1,350000
Honda,Amaze,10,12,2018,40000,1,25.8,1498,98.6,5.0,0,1,0,0,0,1,0,0,1,675000
Toyota,Etios,28,58,2016,50000,2,18.16,1197,78.8,5.0,0,0,0,1,0,1,0,0,1,434999
Honda,CR-V,10,29,2006,200000,3,13.1,1997,141.1,5.0,0,0,0,1,0,1,0,1,0,125000
Mahindra,KUV,19,87,2016,14000,2,18.15,1198,82.0,6.0,0,0,0,1,0,1,0,0,1,400000
Chevrolet,Tavera,4,154,2015,70000,1,13.58,2499,72.4,9.0,0,1,0,0,0,1,0,0,1,425000
Maruti,Ritz,20,129,2010,94000,2,21.1,1248,75.0,5.0,0,1,0,0,0,1,0,0,1,311000
Chevrolet,Tavera,4,154,2015,197000,1,13.58,2499,72.4,10.0,0,1,0,0,0,1,0,0,1,509999
Ford,Figo,9,61,2015,79000,2,25.83,1498,99.0,5.0,0,1,0,0,0,1,0,0,1,530000
Skoda,Octavia,26,111,2008,120000,2,18.7,1896,66.0,5.0,0,1,0,0,0,1,0,0,1,210000
Mahindra,Marazzo,19,103,2019,30000,1,17.3,1497,121.0,8.0,0,1,0,0,0,1,0,0,1,977000
Maruti,Wagon R,20,171,2018,20000,1,20.51,998,67.04,5.0,0,0,0,1,0,1,0,0,1,440000
Maruti,Wagon R,20,171,2018,17000,1,20.51,998,67.04,5.0,0,0,0,1,0,1,0,0,1,440000
Hyundai,i20,11,196,2018,20000,1,18.6,1197,81.83,5.0,0,0,0,1,0,1,0,0,1,655000
Renault,KWID,25,88,2016,60000,1,25.17,799,53.3,5.0,0,0,0,1,0,1,0,0,1,295000
Hyundai,i20,11,196,2018,20000,1,18.6,1197,81.83,5.0,0,0,0,1,0,1,0,0,1,655000
Hyundai,Getz,11,71,2007,70000,3,15.0,1086,66.6,5.0,0,0,0,1,0,1,0,0,1,65000
Tata,Hexa,27,79,2017,150000,1,17.6,2179,153.86,7.0,0,1,0,0,0,1,0,0,1,1200000
Tata,Hexa,27,79,2017,35000,1,17.6,2179,153.86,7.0,0,1,0,0,0,1,0,0,1,1251000
Tata,Indigo,27,83,2010,60000,1,23.03,1396,69.0,5.0,0,1,0,0,0,1,0,0,1,200000
Hyundai,i20,11,196,2016,40000,1,21.19,1396,88.73,5.0,0,1,0,0,0,1,0,0,1,750000
Maruti,Wagon R,20,171,2018,60000,1,26.6,998,58.16,5.0,1,0,0,0,0,1,0,0,1,400000
Honda,Amaze,10,12,2017,57000,1,17.8,1198,86.7,5.0,0,0,0,1,0,1,0,0,1,475000
Tata,Indigo,27,83,2012,120000,2,17.8,1405,70.0,5.0,0,1,0,0,0,1,0,0,1,110000
Renault,KWID,25,88,2017,30000,1,23.01,999,67.0,5.0,0,0,0,1,0,1,0,0,1,350000
Maruti,Swift,20,152,2016,175000,1,23.4,1248,74.0,5.0,0,1,0,0,0,1,0,0,1,450000
Tata,Indigo,27,83,2010,90000,1,17.0,1405,70.0,5.0,0,1,0,0,0,1,0,0,1,150000
Tata,Indica,27,82,2009,110000,2,17.2,1396,53.5,5.0,0,1,0,0,0,1,0,0,1,80000
Hyundai,i20,11,196,2015,35000,2,18.6,1197,81.83,5.0,0,0,0,1,0,1,0,0,1,430000
Toyota,Innova,28,84,2017,81000,1,13.68,2393,147.8,7.0,0,1,0,0,0,1,0,0,1,1450000
Chevrolet,Cruze,4,42,2011,100000,1,18.3,1991,147.9,5.0,0,1,0,0,0,1,0,0,1,360000
Tata,Hexa,27,79,2017,60000,1,17.6,2179,153.86,7.0,0,1,0,0,0,1,0,1,0,1445000
Honda,City,10,35,2016,60000,1,26.0,1498,98.6,5.0,0,1,0,0,0,1,0,0,1,670000
Mercedes-Benz,GLA,21,67,2016,70000,1,13.7,1991,183.0,5.0,0,0,0,1,0,1,0,1,0,2000000
Honda,Amaze,10,12,2015,50000,1,25.8,1498,98.6,5.0,0,1,0,0,0,1,0,0,1,440000
Hyundai,i20,11,196,2012,90000,1,23.0,1396,90.0,5.0,0,1,0,0,0,1,0,0,1,254999
Datsun,GO,6,69,2018,65000,1,19.02,1198,67.05,7.0,0,0,0,1,0,1,0,0,1,530000
Mahindra,XUV500,19,187,2016,40000,2,16.0,1997,140.0,7.0,0,1,0,0,0,1,0,0,1,890000
Volkswagen,Polo,29,118,2013,80000,2,22.07,1199,73.9,5.0,0,1,0,0,0,1,0,0,1,280000
Maruti,Swift,20,152,2017,35000,1,21.21,1197,81.8,5.0,0,0,0,1,0,1,0,1,0,725000
Mahindra,TUV,19,153,2016,30000,1,18.49,1493,100.0,7.0,0,1,0,0,0,1,0,0,1,700000
Maruti,Zen,20,193,2007,70000,1,18.2,998,67.1,5.0,0,0,0,1,0,1,0,0,1,90000
Hyundai,i10,11,195,2015,100000,2,19.81,1086,68.05,5.0,0,0,0,1,0,1,0,0,1,287000
Hyundai,Creta,11,40,2018,55000,1,14.8,1591,121.3,5.0,0,0,0,1,0,1,0,1,0,1380000
Toyota,Innova,28,84,2013,80000,2,12.99,2494,100.6,7.0,0,1,0,0,0,1,0,0,1,750000
Hyundai,Verna,11,168,2016,40000,1,17.43,1396,105.5,5.0,0,0,0,1,0,1,0,0,1,650000
Maruti,Wagon R,20,171,2013,108916,2,20.51,998,67.04,5.0,0,0,0,1,0,1,0,0,1,240000
Hyundai,EON,11,47,2013,40000,2,21.1,814,55.2,5.0,0,0,0,1,0,1,0,0,1,290000
Hyundai,EON,11,47,2014,80000,1,21.1,814,55.2,5.0,0,0,0,1,0,1,0,0,1,229999
Honda,City,10,35,2016,50000,2,26.0,1498,98.6,5.0,0,1,0,0,0,1,0,0,1,1000000
Hyundai,Santro,11,140,2012,90000,2,17.92,1086,62.1,5.0,0,0,0,1,0,1,0,0,1,200000
Maruti,Alto,20,11,2004,70000,4,19.7,796,46.3,5.0,0,0,0,1,0,1,0,0,1,90000
Hyundai,i20,11,196,2012,90000,1,23.0,1396,90.0,5.0,0,1,0,0,0,1,0,0,1,330000
Maruti,Ritz,20,129,2009,70000,1,21.1,1248,73.9,5.0,0,1,0,0,0,1,0,0,1,200000
Mahindra,KUV,19,87,2018,31000,1,25.32,1198,77.0,6.0,0,1,0,0,0,1,0,0,1,420000
Maruti,Swift,20,152,2009,120000,2,19.3,1248,73.9,5.0,0,1,0,0,0,1,0,0,1,260000
Hyundai,i20,11,196,2016,40000,1,18.6,1197,81.83,5.0,0,0,0,1,0,1,0,0,1,590000
Maruti,Swift,20,152,2015,180000,1,25.2,1248,74.0,5.0,0,1,0,0,0,1,0,0,1,545000
Maruti,Wagon R,20,171,2011,90000,2,18.9,998,67.1,5.0,0,0,0,1,0,1,0,0,1,210000
Honda,City,10,35,2008,110000,2,17.7,1497,78.0,5.0,0,0,0,1,0,1,0,0,1,185000
Maruti,Wagon R,20,171,2006,59000,2,18.9,998,67.1,5.0,0,0,0,1,0,1,0,0,1,125000
Hyundai,EON,11,47,2014,60000,2,21.1,814,55.2,5.0,0,0,0,1,0,1,0,0,1,280000
Maruti,Wagon R,20,171,2005,70000,2,18.9,998,67.1,5.0,0,0,0,1,0,1,0,0,1,98000
Tata,Indica,27,82,2009,190000,1,17.0,1405,71.0,5.0,0,1,0,0,0,1,0,0,1,100000
Mahindra,Verito,19,167,2013,180000,1,20.8,1461,64.1,5.0,0,1,0,0,0,1,0,0,1,250000
Toyota,Fortuner,28,63,2010,150000,2,11.5,2982,171.0,7.0,0,1,0,0,0,1,0,0,1,750000
Chevrolet,Optra,4,114,2007,130000,2,16.52,1991,123.7,5.0,0,1,0,0,0,1,0,0,1,160000
Hyundai,Verna,11,168,2013,120000,2,22.32,1582,126.3,5.0,0,1,0,0,0,1,0,1,0,509999
Tata,Indica,27,82,2009,80000,2,17.88,1396,52.8,5.0,0,1,0,0,0,1,0,0,1,95000
Hyundai,Verna,11,168,2014,80000,2,22.32,1582,126.32,5.0,0,1,0,0,0,1,0,0,1,525000
Datsun,RediGO,6,127,2017,20000,1,22.5,999,67.0,5.0,0,0,0,1,0,1,0,0,1,278000
Maruti,800,20,4,1997,60000,2,16.1,796,37.0,4.0,0,0,0,1,0,1,0,0,1,50000
Volkswagen,Polo,29,118,2011,120000,3,22.07,1199,73.9,5.0,0,1,0,0,0,1,0,0,1,254999
Maruti,Swift,20,152,2019,10000,1,21.21,1197,81.8,5.0,0,0,0,1,0,1,0,0,1,675000
Maruti,Swift,20,152,2016,147000,2,26.59,1248,74.0,5.0,0,1,0,0,0,1,0,0,1,600000
Maruti,S-Cross,20,132,2018,51000,1,25.1,1248,88.5,5.0,0,1,0,0,0,1,0,0,1,950000
Honda,City,10,35,2007,60000,3,17.7,1497,78.0,5.0,0,0,0,1,0,1,0,0,1,229999
Toyota,Innova,28,84,2009,220000,1,12.8,2494,102.0,8.0,0,1,0,0,0,1,0,0,1,600000
Maruti,Alto,20,11,2017,20000,1,24.7,796,47.3,5.0,0,0,0,1,0,1,0,0,1,330000
