year,km_driven,owner,mileage,selling_price
2013,43978,2,28.4,450000
2017,28832,1,23.4,520000
2019,3177,1,18.5,700000
2015,39414,1,18.9,400000
2012,30078,1,15.3,200000
2012,44588,1,21.1,250000
2015,49907,1,21.63,400000
2013,67082,2,21.21,371000
2016,40000,1,18.9,450000
2016,112879,2,23,570000
2013,80000,2,19.4,300000
2017,25000,1,18.6,620000
2018,10200,1,17.4,949000
2018,60000,1,16.5,750000
2017,20000,2,23.1,350000
2017,60000,1,16,1250000
2016,30000,3,23.01,270000
2013,40000,2,21.1,235000
2016,60000,1,20.4,500000
2012,111000,1,19.7,220000
2014,70000,2,23.4,380000
2010,100000,3,20.92,160000
2010,100000,3,20.92,160000
2017,25000,1,20.3,339000
2011,100000,1,15.3,229999
2016,35000,1,25.32,400000
2018,25000,1,25.4,470000
2003,58000,1,16.1,45000
2019,20000,1,19.4,575000
2019,1300,1,22.5,325000
1997,120000,2,16.1,50000
2014,15000,1,20.51,350000
2017,9000,1,13.6,2711000
2019,20000,1,22.37,5150000
2017,45000,1,19.33,3200000
2015,110000,1,14.1,503000
2019,20000,1,18,3800000
2016,68089,1,19.16,2000000
2013,58343,1,21.79,225000
2018,38817,1,27.39,740000
2016,56494,1,18.2,550000
2013,79328,2,12.99,750000
2019,5621,1,22,650000
2017,25538,1,16.78,625000
2018,69779,1,22,600000
2017,56290,1,24,450000
2019,7500,1,16.78,5400000
2019,8500,1,16.78,5500000
2019,7032,1,19,779000
2016,11000,1,14.3,645000
2018,2000,1,16.8,2475000
2016,25000,1,25.17,300000
2014,150000,1,19.01,540000
2018,10000,1,23.1,580000
2015,70000,1,19.67,1000000
2017,80000,1,22.95,459999
2015,50000,1,25.2,635000
2014,83000,3,22.32,650000
2013,116000,2,23.4,525000
2015,60000,3,15.8,350000
2008,175802,3,19.3,320000
2006,192000,4,12.8,450000
2011,73840,1,15.04,227000
2011,162000,2,13.6,325000
2018,20000,1,23,275000
2013,75000,3,18.9,300000
2011,320000,3,12.05,400000
2015,120000,2,20.34,550000
2016,20000,1,20.4,550000
2017,40000,1,21.66,900000
2010,20000,1,19.7,165000
2014,70000,1,21.1,210000
2016,30000,1,19.64,650000
2014,120000,1,15.1,680000
2019,25000,1,23.01,390000
2016,80000,1,25.17,260000
2013,67000,1,19.1,450000
2008,120000,2,19.81,130000
2019,9000,1,24.3,890000
2019,20000,1,18,3800000
2010,80000,2,14,225000
2018,60000,1,15.04,3200000
2010,120000,1,21.12,210000
2014,60000,1,11,3500000
2014,80000,2,25.1,750000
2011,120000,2,12.2,350000
2019,24857,0,16.5,2000000
2017,26442,1,20.3,270000
2017,35000,1,17.5,700000
2010,28000,2,19.7,130000
2015,80000,1,20.77,650000
2005,39000,1,19.7,55000
2017,20000,1,20.51,475000
2013,50000,1,21.64,325000
2017,40000,1,19,615000
2015,15000,1,18.9,390000
2019,15000,1,22,650000
2015,30000,1,20.4,440000
2014,70000,1,26,600000
2012,80000,1,16.2,170000
2013,80000,1,15.96,499000
2012,120000,1,22.54,525000
2015,90000,1,20.45,580000
2016,110000,2,18.2,420000
2015,120000,1,12.99,1300000
2016,80000,1,23.9,800000
2020,5000,1,21.21,600000
2017,50000,1,18.5,400000
2017,65000,1,26.59,700000
2017,35000,1,27.39,800000
2015,90000,1,27.3,600000
2016,100000,1,25.2,580000
2016,15000,1,25.17,350000
2011,147000,1,20,204999
2017,20000,1,16,1350000
2009,120000,2,23,310000
2011,250000,2,12.8,700000
2016,69000,2,25.83,459999
2017,80000,1,28.09,860000
2012,97000,3,19,275000
2016,15000,1,25.17,390000
2018,50000,1,17.6,1525000
2005,50800,2,19.7,110000
2017,10000,1,23.1,484999
2018,30000,1,17.09,5830000
2012,60000,2,19.7,185000
2018,40142,1,24.4,665000
2019,9400,1,18.6,721000
2016,62000,1,25.32,390000
2011,90000,1,18.8,190000
2019,12584,1,16.55,975000
2016,49000,1,19.02,275000
2016,32000,1,24.7,315000
2019,4300,1,18.6,685000
2019,14548,1,21.21,595000
2018,44772,2,23,900000
2018,48500,1,25.47,950000
2016,38000,1,24.7,275000
2017,28782,1,18.6,570000
2018,28451,1,18.6,700000
2018,36500,1,24.3,910000
2018,44885,1,26.59,751000
2014,35000,1,21.1,225000
2009,110000,2,17,135000
2017,79000,1,25.47,825000
2015,91000,2,12.55,1650000
2018,50000,1,24.3,875000
2016,81000,2,28.09,650000
2019,22000,1,16,1450000
2017,41000,1,20.5,975000
2019,50000,1,24.52,925000
2016,66000,1,20.77,725000
2013,65000,1,20.77,550000
2014,76000,1,22.54,550000
2013,95000,1,12.8,750000
2013,55000,2,17,475000
2017,65000,1,19.02,325000
2017,76000,1,25.47,725000
2018,47000,2,16.02,775000
2017,70000,1,23.4,625000
2014,89000,1,22.9,470000
2017,98000,1,13.68,1750000
2016,90000,1,13.68,1650000
2018,70000,1,21.38,1050000
2013,57000,1,22.9,380000
2017,70000,1,26.59,650000
2016,49200,1,21.1,275000
2009,125000,2,13.5,220000
2008,60000,2,19.81,200000
2015,120000,2,15.37,315000
2004,110000,3,19.7,90000
2007,70000,2,18.9,120000
2006,168000,2,18.9,90000
2018,30000,1,16,1500000
2015,60000,1,24,370000
2016,131111,1,25.2,595000
2007,120000,2,19.2,150000
2012,58400,2,19.3,400000
2016,23400,2,23.95,310000
2018,50000,1,23.1,385000
2014,90000,1,15.1,750000
2019,3010,1,20.3,521000
2010,80000,1,21.12,180000
2011,155000,2,17.8,220000
1998,70000,2,16.1,40000
2018,4000,1,18.9,540000
2007,35000,2,19.7,140000
2003,121000,1,17.3,200000
2015,110000,2,22.77,650000
2010,170000,2,17.8,229999
2010,175000,3,17.8,305000
2018,30000,1,16,1400000
2008,163000,1,17.8,200000
2008,163000,1,17.8,200000
2010,77088,1,14,465000
2011,110000,3,23.08,210000
2016,136511,1,15.96,570000
2015,80000,1,16.02,570000
2015,60000,1,16.02,650000
2016,36000,1,20.85,620000
2012,65000,2,18.9,250000
2011,50000,1,17.05,1000000
2012,60000,1,26.2,300000
2013,82500,1,20.3,300000
2018,30000,2,23,810000
2011,100000,3,18.3,270000
2015,70000,2,26.59,470000
2017,85000,1,20.65,400000
2014,60000,2,20.51,300000
2015,20000,3,22.74,170000
2014,80000,1,19.01,455999
2009,100000,2,13,121000
2016,80000,2,24.3,650000
2017,35000,1,17.57,350000
2013,139000,1,25.44,125000
2005,90000,2,19.7,80000
2008,100000,1,17.7,250000
2011,90000,1,20.54,225000
2007,105000,2,13.6,215000
2017,40000,2,25.4,450000
2017,90000,1,20.14,509999
2015,36710,2,22.74,245000
2018,50000,1,23.5,400000
2016,28180,1,23.65,620000
2017,44000,1,23.65,650000
2019,15000,1,17,1700000
2019,4000,1,19.72,590000
2014,30000,1,23.2,370000
2013,15000,1,18.6,350000
2017,20000,1,21.4,580000
2018,56000,1,18.9,450000
2017,19000,1,17.19,600000
2016,30000,1,12.62,2400000
2017,70000,1,18.6,450000
2009,30000,1,19.09,150000
2019,15000,1,15.37,400000
2013,85000,1,22.74,185000
2018,50000,1,22,625000
2019,20000,1,17.19,700000
2017,25000,1,20.51,390000
2018,25000,1,17,625000
2014,50000,1,19.1,400000
2011,150000,4,23,380000
2009,90000,1,14.53,400000
2019,100000,1,17.57,620000
2008,180000,2,17.8,190000
2013,50000,2,22.74,210000
2012,80000,3,23.2,270000
1999,100000,3,17.3,45000
2014,93000,2,21.1,220000
2014,11500,1,15.96,550000
2013,120000,1,18.5,370000
2015,50000,1,14.95,650000
2012,120000,1,16.8,550000
2010,100000,2,17.8,225000
2004,57000,2,16.1,40000
2016,60000,1,21.1,280000
2017,44077,1,17.01,570000
2017,90000,2,24.7,290000
2018,50000,2,21.19,720000
2017,60000,1,22.77,800000
2012,20000,3,19.81,265000
2010,90000,3,19.7,135000
2016,70000,2,25.83,350000
2016,80000,1,18.2,490000
2012,72000,2,22.32,450000
2016,50000,1,15.4,950000
2012,90000,2,17.5,355000
2019,17000,1,18.6,700000
2012,70000,1,12.05,459999
2012,74000,2,22.07,350000
2006,60000,2,19.7,85000
2016,15000,1,22.74,290000
2019,72000,1,25.5,1000000
2008,25000,2,16.84,85000
2003,114000,1,19.7,65000
2005,120000,1,13,75000
2003,250000,2,18.7,100000
2009,55768,1,17,170000
2017,40000,1,18.9,525000
2020,70000,2,21.79,265000
2018,50000,1,20.3,459999
2017,20000,1,23.95,250000
2013,70000,2,23.4,395000
2014,60000,1,18.9,375000
2009,120000,1,17,120000
2011,110000,2,21.1,290000
2017,60000,1,23.84,409999
2009,30000,1,16.5,200000
2018,35000,1,21.13,900000
2003,50000,3,16.1,50000
2012,100000,1,19.01,450000
2012,80000,3,15.1,650000
2014,84000,2,20.14,300000
2014,60000,1,25.01,425000
1998,50000,2,17.3,55000
2011,60000,2,20.36,200000
2015,100000,1,16,975000
2013,70000,1,15.96,450000
2014,82500,2,15.96,600000
2014,76000,1,15.96,550000
2011,87000,1,18,180000
2010,120000,1,14,300000
2016,70000,2,17.57,350000
2014,90000,1,23.4,465000
2010,188000,2,21.12,200000
2014,120000,2,18.2,350000
2015,80000,1,17.4,650000
2010,123278,2,20.36,150000
2014,100000,2,26,560000
2015,90000,1,21.19,625000
2012,110000,1,20,220000
2013,110000,1,20,250000
2018,70000,1,20.65,575000
2015,65000,1,15.1,1050000
2015,70000,2,16.36,3000000
2012,90000,3,11.57,200000
2016,50000,1,22.74,262000
2018,33000,1,21.1,299000
2015,26500,1,22.74,250000
2011,60000,4,17.92,140000
2013,70000,3,23.4,360000
2015,80000,1,20.63,210000
2017,60000,1,22.54,600000
2011,100000,1,19.5,210000
2011,80000,2,20.54,300000
2016,35000,1,18.9,450000
2018,35000,1,10.91,3200000
2019,10000,1,18.9,550000
2011,80000,1,18,100000
2012,50000,2,21.1,185000
2006,90000,2,17.3,80000
2017,80000,1,24.7,295000
2017,25000,1,23.01,360000
2014,70000,1,20.92,210000
2019,80000,1,17.4,585000
2016,50000,1,20.14,560000
2015,70000,1,26,600000
2017,60000,1,20.63,330000
2019,15000,1,17,990000
2012,90000,1,23.59,300000
2018,28000,1,17,650000
2019,20000,1,17.4,695000
2014,60000,1,24,300000
2015,22000,1,22.74,270000
2010,70000,2,11.57,185000
2013,80000,1,22.1,200000
2019,35000,1,26.6,459999
2018,60000,1,21.5,860000
2018,20000,1,23.84,400000
2013,142000,2,23.2,240000
2015,72000,1,26.59,570000
2018,90000,1,23,850000
2011,80000,3,20,155000
2011,125000,1,23,270000
2015,33000,1,20.73,610000
2015,50000,1,19.67,1000000
2012,120000,2,12.05,450000
2018,35000,1,25.4,500000
2018,43000,1,27.4,700000
2007,60000,1,19.7,135000
2012,148000,2,12.05,430000
2014,70000,2,22.32,625000
2011,96000,1,16.95,280000
2015,70000,1,15.4,800000
2012,70000,2,23.2,220000
2017,18484,1,20.89,620000
2011,70000,1,13.93,300000
2010,25000,2,19.7,180000
2013,120000,3,22.07,250000
2017,55000,1,20.85,480000
2019,10000,2,17,885000
2020,60000,1,25.32,550000
2018,30000,1,28.4,800000
2013,65000,1,17.92,180000
2012,50000,2,21.9,380000
2019,2560,1,24,520000
2004,60000,1,19.7,90000
2016,80000,2,20.51,330000
1999,50000,2,16.1,40000
2015,120000,1,18.2,370000
2009,120000,2,16.8,290000
2013,47000,2,21.1,215000
2017,45000,1,17.6,1282000
2012,90000,1,12.8,610000
2013,110000,2,21.27,380000
2017,95000,1,15.4,1250000
2012,103655,2,22.32,400000
2018,25000,2,17.4,700000
2014,80000,1,19.01,650000
2014,50000,2,25.4,95000
2015,56975,1,16,1147000
2010,110000,1,0,150000
2008,80000,3,19.7,120000
2010,187000,2,17.8,180000
2013,69000,1,18.6,325000
2015,206000,1,22.77,550000
2018,27000,1,22.77,950000
2014,132000,2,22.7,500000
2017,75000,1,26.1,725000
2015,18000,2,18.5,500000
2011,218000,1,21,180000
2016,10000,1,22.54,650000
2010,80000,1,17.8,285000
2011,215000,1,21,210000
2012,137000,1,17.8,200000
2011,65000,2,20.54,295000
2007,120000,3,17.7,160000
2017,10000,1,23.1,450000
2016,20000,1,20.62,385000
2011,93500,2,18.6,350000
2017,9000,1,13.6,2711000
2019,20000,1,22.37,5150000
2017,45000,1,19.33,3200000
2015,110000,1,14.1,503000
2019,20000,1,18,3800000
2016,68089,1,19.16,2000000
2013,58343,1,21.79,225000
2018,38817,1,27.39,740000
2016,56494,1,18.2,550000
2013,79328,2,12.99,750000
2019,5621,1,22,650000
2017,25538,1,16.78,625000
2018,69779,1,22,600000
2017,56290,1,24,450000
2019,7500,1,16.78,5400000
2019,8500,1,16.78,5500000
2019,7032,1,19,779000
2016,11000,1,14.3,645000
2018,2000,1,16.8,2475000
2017,9000,1,13.6,2711000
2019,20000,1,22.37,5150000
2017,45000,1,19.33,3200000
2015,110000,1,14.1,503000
2019,20000,1,18,3800000
2016,68089,1,19.16,2000000
2013,58343,1,21.79,225000
2018,38817,1,27.39,740000
2016,56494,1,18.2,550000
2013,79328,2,12.99,750000
2019,5621,1,22,650000
2017,25538,1,16.78,625000
2018,69779,1,22,600000
2017,56290,1,24,450000
2019,7500,1,16.78,5400000
2019,8500,1,16.78,5500000
2019,7032,1,19,779000
2016,11000,1,14.3,645000
2018,2000,1,16.8,2475000
2019,70000,1,28.4,558000
2010,56000,3,17.92,165000
2012,80000,2,21.9,300000
2019,5000,1,20.3,500000
2012,100000,1,15.1,900000
2008,60000,3,11,830000
2014,65000,2,21.14,640000
2015,70000,3,15.4,900000
2013,60000,1,18.2,450000
2018,82000,1,28.09,825000
2013,80000,2,13.7,500000
2017,5000,2,18.15,325000
2014,133000,1,19.01,450000
2017,25000,2,17.5,675000
2017,15000,1,17.57,415000
2017,40000,1,21.38,1100000
2016,35000,1,17,500000
2014,70000,2,15.96,509999
2007,152000,4,10.5,200000
2007,100000,2,16.1,60000
2013,80000,2,22.32,500000
2009,100000,2,17.2,45000
2017,50000,1,25.17,270000
2017,40000,1,17.19,550000
2016,60000,1,23.01,235000
2018,40000,1,18.6,600000
2015,60000,1,27.3,525000
2012,90000,1,22.9,325000
2014,90000,1,23.4,420000
2014,60000,2,20.92,229999
2013,80000,4,23.4,375000
2012,120000,1,12.05,750000
2018,40000,1,23.84,400000
2013,91000,1,15.1,600000
2008,80000,3,17.8,110000
2007,73257,1,16.1,45000
2019,80000,1,0,722000
2020,15000,1,23.84,500000
2007,110000,2,18.1,250000
2018,40000,1,21.13,950000
2013,212000,1,21.64,375000
2018,30000,1,28.4,780000
2018,30000,1,20.3,575000
2017,30000,2,18.6,563000
2017,15000,1,23.84,450000
2020,1000,1,13.68,2300000
1999,26320,1,16.1,80000
2010,135000,2,23,320000
2008,100000,3,13.5,375000
2017,120000,1,15.37,400000
2011,230000,1,14,600000
2016,60000,2,23.01,315000
2012,80000,2,16.07,1100000
2010,190000,2,19.3,350000
2016,120000,1,15.37,375000
2013,217000,2,12.99,1050000
2015,29000,1,23.1,350000
2010,120000,3,18.9,120000
2015,90000,1,16,819999
2018,30000,1,18.6,700000
2018,30000,2,23.1,451999
2016,56000,3,18.9,500000
2015,90000,1,12.99,1250000
2015,120000,1,18.49,500000
2015,60000,1,25.2,490000
2008,147000,2,19.3,200000
2012,35000,1,18.9,240000
2018,19500,1,18.6,655000
2018,38426,1,17.19,620000
2015,35000,2,20.4,450000
2014,35000,2,20.51,310000
2007,50000,3,19.7,150000
2012,120000,1,25.44,180000
2011,120000,1,19.4,150000
2011,112000,2,20,160000
2013,70000,3,14,600000
2012,145000,1,20.5,380000
2007,135000,1,17,120000
2011,500000,2,12.99,350000
2012,146000,1,19.61,135000
2018,10000,1,18.9,610000
2020,50000,1,20.14,260000
2017,25000,1,20.14,500000
2016,20000,1,23.01,220000
2006,70000,2,13.5,121000
2017,50000,1,25,350000
2018,25000,2,15.17,2200000
2011,100000,2,23,280000
2020,20000,1,17,919999
2011,155000,1,23,320000
2012,70000,4,20,140000
2012,25000,2,21.5,310000
2006,120000,2,16.1,65000
2013,90000,1,18.2,300000
2017,9000,1,13.6,2711000
2019,20000,1,22.37,5150000
2017,45000,1,19.33,3200000
2015,110000,1,14.1,503000
2019,20000,1,18,3800000
2016,68089,1,19.16,2000000
2013,58343,1,21.79,225000
2018,38817,1,27.39,740000
2016,56494,1,18.2,550000
2013,79328,2,12.99,750000
2019,5621,1,22,650000
2017,25538,1,16.78,625000
2018,69779,1,22,600000
2017,56290,1,24,450000
2019,7500,1,16.78,5400000
2019,8500,1,16.78,5500000
2019,7032,1,19,779000
2016,11000,1,14.3,645000
2018,2000,1,16.8,2475000
2011,110000,2,15.1,575000
2014,110000,2,13.49,440000
2012,100000,2,22.9,380000
2010,116700,4,15,140000
2015,25000,1,22.95,475000
2011,200000,3,13,200000
2010,176062,1,17.8,400000
2008,250000,3,12.8,425000
2015,82000,1,25.8,509999
2010,80000,1,19.81,275000
2017,40000,2,18.2,650000
2019,14000,1,17.1,1850000
2014,129000,1,19.72,650000
2016,60000,2,20.5,360000
2018,82000,1,21.73,650000
2013,77500,3,12.7,2000000
2017,50000,2,18.2,675000
2006,40000,3,16.1,50000
2017,39500,1,20.52,445000
2018,40000,1,22.54,750000
2012,56000,2,22.9,425000
2017,54000,1,22.54,850000
2016,20000,2,20.51,400000
2014,55896,2,25,200000
2016,35000,1,25.8,550000
2012,97000,2,19.4,250000
2014,120000,2,22.74,206000
2014,50000,1,21.1,290000
2010,30400,4,26,45000
2019,15000,1,20,1200000
2012,110000,3,21.64,220000
2008,120000,2,14.84,515000
2010,100000,1,19.7,170000
2010,120000,2,17.8,260000
2012,130000,2,20.54,315000
2011,76000,2,20.92,225000
2012,110000,3,19.33,420000
2011,96000,1,12.05,525000
2018,90000,1,28.4,670000
2012,110000,3,21.64,220000
2013,25000,1,20,250000
2009,90000,2,19.3,229999
2009,164000,2,19.3,229999
2013,120000,2,18,300000
2010,66000,2,19,165000
2010,250000,1,13.93,295000
2011,157000,2,22.32,360000
2011,157000,2,22.32,380000
2017,35000,1,23.01,300000
2008,100000,2,12.7,320000
2016,70000,2,19.44,325000
2010,30000,2,21.12,160000
2018,40000,1,16.5,630000
2020,5000,1,21.21,600000
2014,30000,2,22.74,229999
2014,70000,2,22.9,440000
2007,60000,2,18,90000
2017,60000,1,28.09,750000
2012,80000,2,16.8,330000
2016,70000,2,28.09,715000
2013,150000,2,20.86,250000
2007,150000,2,18.2,120000
2004,25000,3,14.2,100000
2017,35000,2,21.72,850000
2018,48000,1,25.4,450000
2012,200000,1,22.07,240000
2015,135000,1,26.59,600000
2016,110000,2,18.2,280000
2012,146000,2,22.32,465000
2018,44000,1,24.7,350000
2013,70000,1,20.36,325000
2004,271000,1,16.8,50000
2006,120000,3,19.7,110000
2013,80000,1,23.03,220000
2015,60000,1,15.96,515000
2018,40000,1,20.73,750000
2018,25000,1,21.1,350000
2019,15000,1,18.9,488999
2017,27000,1,24.7,300000
2017,35000,2,27.39,650000
2014,40000,1,19,250000
2014,40000,3,22.74,200000
2015,75262,1,15.4,950000
2012,120000,1,23.03,200000
2016,60000,1,20.3,276000
2014,40000,1,21.1,250000
2008,80000,2,19.7,95000
2011,70000,2,23.57,200000
2012,100000,2,22.32,450000
2013,18000,1,15.1,900000
2010,175000,1,19.09,200000
2010,70000,2,20.36,200000
2011,91863,2,15.96,370000
2008,100000,1,15.2,250000
2016,10000,1,25.17,290000
2018,35000,1,24.52,900000
2013,120000,2,20,325000
2016,30000,1,18.9,425000
2016,60000,1,25.17,315000
2014,70000,1,23.95,300000
2013,70000,2,20.36,325000
2016,130000,1,21.38,900000
2016,133000,1,21.38,950000
2010,120000,3,20.54,320000
2019,20000,1,19.44,500000
2012,25000,1,15.6,290000
2012,90000,1,25.4,60000
2009,140000,3,19,120000
2017,103000,1,25.6,850000
2017,23000,1,13.68,1750000
2015,128000,1,26,600000
2015,33000,1,20.14,620000
2009,70000,2,19.7,150000
2011,40000,4,0,150000
2008,40000,4,12.85,135000
2011,80000,1,17,200000
2015,70000,1,26.21,730000
2013,100000,1,12.99,800000
2009,90000,2,14,300000
2012,112000,2,20,190000
2011,50000,1,15.5,350000
2015,62000,2,24.4,509999
2012,90000,1,20.77,400000
2013,80000,1,12.99,800000
2013,50000,1,21.02,250000
2016,47552,2,19.67,930000
2016,40000,2,24.3,720000
2011,15000,1,15.6,225000
2019,20000,1,23,950000
2018,52000,1,17.19,530000
2016,70000,1,18.6,470000
2017,110000,1,15.96,650000
2014,77500,2,14,540000
2015,100000,2,25.2,459999
2019,14700,1,25.17,325000
2016,40000,1,16.8,240000
2017,32000,2,18.15,400000
2004,70000,2,19.7,70000
2009,80000,1,17.5,250000
2014,80000,2,12.99,910000
2018,25000,1,28.4,720000
2015,50000,1,26.59,590000
2015,120000,1,13.58,434000
2006,170000,1,13.6,145000
2018,19700,1,18.15,445000
2011,70000,1,13.45,191000
2018,50000,4,25.83,372000
2005,90000,2,18.9,65000
2015,140000,1,20,300000
2003,120000,3,12.7,125000
2017,40000,1,20.3,520000
2014,70000,3,22.74,190000
2018,7000,1,22.5,310000
2012,90000,1,12.8,750000
2016,110000,1,18.49,750000
2019,15000,1,23.95,350000
2020,5000,1,22.05,360000
2017,5000,1,25.17,285000
2013,70000,2,22.74,160000
2015,60000,2,19.44,229999
2007,120000,3,19.7,85000
2018,7000,1,22.5,300000
2014,120000,1,12.05,675000
2014,145241,1,12.05,700000
2008,110000,1,12.7,400000
2016,30000,3,25.17,254999
2015,80000,2,15.4,1050000
2013,100000,1,23.4,390000
2015,80000,1,23.59,450000
2016,40000,2,11.36,1630000
2017,50000,1,24.3,725000
2013,95500,2,14,466000
2017,40000,2,18.16,370000
2007,70000,3,18.2,150000
2017,15000,1,23.1,483000
2016,10000,1,18.9,470000
2018,25000,1,24.3,950000
2013,50000,3,17.01,450000
2011,70000,1,17.6,345000
2009,60000,1,19,300000
2007,74800,2,18.2,160000
2004,80000,2,16.1,120000
2020,40000,1,17.57,500000
2018,40000,1,16,1350000
2017,50000,1,24,455000
2013,45000,2,21.1,165000
2016,23700,1,20.4,470000
2016,23700,1,20.4,470000
2019,10000,1,16,1520000
2014,53473,1,23.95,229999
2011,100000,2,15.96,250000
2016,25000,1,16,1350000
2013,80000,1,17.92,220000
2015,120000,1,24.4,360000
2018,40000,1,23.95,350000
2012,70000,1,22.32,500000
2013,90000,3,25.44,145000
2014,51000,1,18.2,300000
2009,87000,2,13.2,180000
2013,40000,1,23.4,530000
2014,90000,2,19.01,620000
2015,110000,3,16.78,360000
2010,86000,2,17.92,245000
2003,80000,3,14.2,130000
1999,65000,4,15.9,70000
1999,70000,4,15.9,70000
2014,140000,2,25.01,650000
2019,18000,1,21.21,610000
2015,24000,1,23.95,300000
2014,60000,1,24,425000
2012,150000,3,22.32,450000
2011,108000,1,22.32,450000
2011,60000,3,16.95,340000
2013,90000,1,20.77,650000
2009,70000,1,19.09,160000
2014,120000,1,19.1,250000
2012,100000,3,25.44,225000
2007,75958,2,17.88,55000
1996,70000,3,16.1,42000
2006,128000,4,12.6,282000
2007,110000,3,16.8,80000
2016,40000,1,20.85,500000
2016,70000,1,25.83,500000
2011,60000,1,22.9,400000
2013,90000,1,15.96,550000
2007,70000,2,13.93,200000
2012,65000,1,20.36,280000
2014,88000,1,23.4,580000
2009,80000,3,18.8,100000
2014,60000,1,14,550000
2017,38000,1,18.49,700000
2010,80000,3,15,150000
2014,60000,2,21.1,190000
2013,110000,1,15.96,500000
2017,110000,1,25.2,640000
2011,145000,1,20.86,340000
2019,43000,1,22.54,811000
2016,120000,1,23.2,409999
2007,136000,2,16.1,220000
2013,120000,2,17.88,170000
2018,25000,1,18.6,700000
2015,80000,2,15.4,950000
2003,40000,2,14.4,80000
2017,9000,1,13.6,2711000
2019,20000,1,22.37,5150000
2017,45000,1,19.33,3200000
2015,110000,1,14.1,503000
2019,20000,1,18,3800000
2016,68089,1,19.16,2000000
2013,58343,1,21.79,225000
2018,38817,1,27.39,740000
2016,56494,1,18.2,550000
2013,79328,2,12.99,750000
2019,5621,1,22,650000
2017,25538,1,16.78,625000
2018,69779,1,22,600000
2017,56290,1,24,450000
2019,7500,1,16.78,5400000
2019,8500,1,16.78,5500000
2019,7032,1,19,779000
2016,11000,1,14.3,645000
2018,2000,1,16.8,2475000
2014,120000,2,23.4,420000
2018,35000,1,25.1,899000
2019,35000,1,19.83,459999
2008,120000,2,18.1,150000
2017,25000,1,23.01,350000
2015,100000,2,23.59,509999
2013,120000,3,15.96,500000
2017,35000,1,17.57,370000
2013,44000,2,20.92,240000
2015,100000,2,22.54,530000
2015,133000,2,15.4,1000000
2018,35000,2,13.68,1600000
2014,64000,1,20.36,350000
2015,70000,1,16,1100000
2011,70000,1,18.5,220000
2015,100000,1,18.9,350000
2013,90000,2,22.9,370000
2014,50000,1,17.5,220000
2013,80000,1,22.1,200000
2017,50000,1,25.32,400000
2009,55000,1,14.6,150000
2020,40000,1,10.75,1500000
2011,70000,2,14,130000
2013,80000,2,22.74,185000
2010,80000,2,0,110000
2012,120000,1,15.96,450000
2018,20000,2,18.9,500000
2017,31596,1,17,570000
2013,85710,1,15.1,650000
2012,129627,1,11.5,1680000
2018,10000,1,22.7,250000
2014,15000,1,20.36,320000
2017,35000,1,20.51,440000
2013,49000,2,18.5,315000
2010,158000,1,18.8,202999
2012,30000,2,21.1,179000
2008,60000,2,20.36,140000
2008,40000,2,18.2,150000
2011,60000,2,13.6,440000
2011,55130,2,20,250000
2014,22000,1,20.51,330000
2010,48000,1,15.6,250000
2012,45000,1,18.5,335000
2016,22522,1,16,1025000
2012,51856,3,18.5,320000
2015,29434,1,20.73,550000
2018,25000,1,25.5,800000
2017,28000,2,23.84,380000
2013,44500,2,20.46,400000
2016,34500,1,20.51,375000
2017,20000,1,18,1100000
2018,15000,1,18.6,650000
2014,26000,1,19.34,361000
2012,20000,1,21.1,140000
2019,3000,1,20.14,550000
2019,20000,1,19.5,670000
2017,25000,1,24.3,880000
2018,35000,1,23,950000
2010,60000,1,18.3,300000
2017,6825,1,18,1150000
2015,155000,1,14.81,450000
2018,50000,1,21.94,375000
2016,13500,1,17.5,600000
2008,260000,1,12.8,700000
2018,65000,1,25.4,600000
2014,95000,2,14.02,630000
2016,40000,2,20.73,590000
2019,30000,1,20.3,420000
2016,120000,1,13.5,1950000
2013,112011,1,13.93,541000
2015,125000,1,12.99,900000
2015,125000,1,12.99,900000
2009,43000,1,18.8,250000
2019,53534,1,15.96,670000
2019,20000,1,20.3,530000
2012,70000,2,25.44,150000
2013,70000,3,15.1,550000
2015,150000,1,15.4,650000
2012,100000,2,19.4,180000
2015,50000,1,16.55,585000
2013,120000,2,18.5,345000
2013,110000,3,22.9,350000
2016,140000,1,15.4,725000
2012,120000,1,15.42,250000
2002,70000,2,16.1,45000
2007,248119,4,12.8,409999
2017,16500,2,23.01,325000
2016,9900,1,23.95,350000
2012,80000,3,19.7,180000
2010,100000,2,16,150000
2020,20000,1,23.26,700000
2016,90000,1,28.09,795000
2019,15000,1,16.55,950000
2018,75000,1,21.5,885000
2011,140000,1,21.1,160000
2012,120000,2,23,300000
2018,75000,1,21.5,950000
2015,90000,1,20.77,549000
2018,20000,1,20.38,3000000
2015,61000,1,12.99,1200000
2012,100000,2,21.8,570000
2017,60000,2,16.55,800000
2009,100000,1,18.1,375000
2009,170000,3,13.6,300000
2013,100000,2,16.78,350000
2011,120000,2,13.6,400000
2015,50000,1,20.14,434999
2015,25000,1,22.74,260000
2013,24019,1,22.9,450000
2013,80000,2,22.32,459999
2011,100000,2,21.1,210000
2015,93000,2,20.85,540000
2017,50000,1,24.52,710000
2018,22000,1,24.7,285000
2019,19600,1,22.1,990000
2017,104000,1,15.64,362000
2017,33000,1,23,880000
2017,60000,1,18.49,700000
2016,60000,1,15.96,600000
